year,city,crime_major_category,crime_detail,latitude,longitude,occurance_time,clear_status,incident_address,notes
2015,Chapel Hill,Miscellaneous,Information,-79.01033,35.94792,2015/01/03 14:19:00,No Data,202 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Simple  Assault,-79.05786,35.89452,2015/01/03 18:25:00,No Data,1114 S COLUMBIA ST/NC 54,Weapon: None
2015,Chapel Hill,Miscellaneous,Simple Possession,-79.05744,35.96116,2015/01/03 18:43:00,No Data,MARTIN LUTHER KING JR BLVD WESTMINSTER DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party/Other Noise,-79.01454,35.94413,2015/01/03 19:27:00,No Data,1749 DOBBINS DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.02567,35.9207,2015/01/04 00:28:00,No Data,FORDHAM   CLELAND,Weapon: None
2015,Chapel Hill,Miscellaneous,Simple Possession,-79.05924,35.94767,2015/01/04 01:11:00,No Data,1213 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Impaired Driving Dwi,-79.01205,35.94145,2015/01/04 01:20:00,No Data,105 STANDISH DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny Of Bicycle,-79.05967,35.90956,2015/01/09 20:56:00,No Data,121 KENAN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.07797,35.95054,2015/01/01 09:00:00,No Data,316 LENA CIR,Weapon: Shotgun
2015,Chapel Hill,Miscellaneous,Larceny-Shoplifting,-79.027,35.93631,2015/01/04 18:10:00,No Data,1800 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny- All Other,-79.0152,35.94073,2015/01/03 16:30:00,No Data,1721 LEGION RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Towed Vehicle,-79.04566,35.91707,2015/01/08 06:54:00,No Data,603 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud-All Other,-79.05542,35.91305,2015/01/10 13:05:00,No Data,100 E. FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.0082,35.94856,2015/01/04 19:56:00,No Data,101 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Vandalism / Damage To Property (Willful),-79.06295,35.91041,2015/01/08 21:39:00,No Data,452 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Simple  Assault,-79.0574,35.96115,2015/01/04 21:11:00,No Data,1660 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Business-Force,-79.05656,35.94166,2015/01/03 17:00:00,No Data,101 TIMBER HOLLOW CT,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-78.99898,35.94537,2015/01/05 03:10:00,No Data,5639 OLD CHAPEL HILL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.025,35.9251,2015/01/10 13:20:00,No Data,250 S ESTES DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny- All Other,-79.06029,35.91257,2015/01/04 15:00:00,No Data,316 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Aggravated Assault,-79.06863,35.90477,2015/01/01 02:45:00,No Data,128 JOHNSON ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Voluntary Mental Commitment,-79.05298,35.92702,2015/01/13 08:00:00,No Data,XX,Weapon: None
2015,Chapel Hill,Miscellaneous,Funeral Escort,-79.06375,35.90903,2015/01/10 15:09:00,No Data,112 S GRAHAM ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.05955,35.91977,2015/01/14 09:00:00,No Data,102 E LONGVIEW ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.07838,35.95063,2015/01/01 09:00:00,No Data,304 LENA CIR,Weapon: Shotgun
2015,Chapel Hill,Miscellaneous,Check Wellbeing,-79.05502,35.93079,2015/01/10 16:00:00,No Data,900 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.07788,35.95052,2015/01/01 09:00:00,No Data,320 LENA CIR,Weapon: Shotgun
2015,Chapel Hill,Miscellaneous,Suspicious Condition,-79.02673,35.91307,2015/01/10 19:17:00,No Data,810 CHRISTOPHER RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Gunshots,-79.01547,35.93246,2015/01/01 00:53:00,No Data,1495 EPHESUS CHURCH RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Common Law Robbery,-78.99598,35.95188,2015/01/10 19:36:00,No Data,15-501 SERVICE RD ,Weapon: None
2015,Chapel Hill,Miscellaneous,Missing Person,-79.05937,35.89133,2015/01/10 14:45:00,No Data,US 15-501 S   MT CARAMEL CHURCH RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06251,35.91142,2015/01/05 17:54:00,No Data,403 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Sexual Battery,-79.0529,35.92703,2015/01/01 00:47:00,No Data,XX,Weapon: Personal Weapons
2015,Chapel Hill,Miscellaneous,Suspicious Person,-79.05386,35.92733,2015/01/10 23:25:00,No Data,828 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Overdose,-79.06154,35.91202,2015/01/09 01:52:00,No Data,333 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Assistance,-79.06102,35.9211,2015/01/05 19:13:00,No Data,800 PRICHARD AVE EXT,Weapon: None
2015,Chapel Hill,Miscellaneous,Fail To Pay Taxi Driver,-79.0666,35.90517,2015/01/11 00:26:00,No Data,107 CREEL ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.02362,35.9095,2015/01/05 20:47:00,No Data,30 HAMILTON RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.027,35.93631,2015/01/11 02:01:00,No Data,1800 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud-All Other,-79.00906,35.89538,2015/01/12 00:00:00,No Data,293 SUMMERWALK CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.07309,35.88397,2015/01/05 20:45:00,No Data,104 GLENHAVEN DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party,-79.06029,35.91257,2015/01/05 23:31:00,No Data,316 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Armed To The Terror Of The Public,-79.05805,35.91452,2015/01/11 02:32:00,No Data,300 BL PRITCHARD AVE,Weapon: None
2015,Chapel Hill,Miscellaneous,Disturbing The Peace,-79.0666,35.90517,2015/01/06 03:45:00,No Data,107 CREEL ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.05487,35.91354,2015/01/11 04:39:00,No Data,127 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Drug Violations,-79.06211,35.94751,2015/01/05 15:56:00,No Data,700 NORTH HERITAGE LOOP,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.05525,35.9131,2015/01/14 16:41:00,No Data,108 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Sexual Battery,-79.0529,35.92703,2015/01/01 00:47:00,No Data,XX,Weapon: None
2015,Chapel Hill,Miscellaneous,Runaway,-79.06953,35.92566,2015/01/14 10:00:00,No Data,109 BIRCHCREST PL,Weapon: None
2015,Chapel Hill,Miscellaneous,Forged Prescriptions,-79.06516,35.88022,2015/01/05 15:00:00,No Data,300 MARKET ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.02402,35.93248,2015/01/08 14:19:00,No Data,450 S ELLIOTT RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Damage To Property(Non-Criminal),-79.06388,35.9559,2015/01/11 12:00:00,No Data,300 NORTHERN PARK DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Gun Shots Heard,-79.04892,35.94367,2015/01/01 00:58:00,No Data,109 PRIESTLY CREEK DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06532,35.91343,2015/01/07 14:43:00,No Data,227 N GRAHAM ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.05548,35.96272,2015/01/14 23:53:00,No Data,110 BANKS DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Disturbance,-79.06722,35.90456,2015/01/01 14:45:00,No Data,112 JOHNSON ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious,-79.04892,35.91686,2015/01/09 23:13:00,No Data,408 E ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party,-79.0575,35.91912,2015/01/09 23:30:00,No Data,114 ISLEY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Phone Call,-79.03049,35.93391,2015/01/09 23:49:00,No Data,1602 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Refuse To Leave,-79.06107,35.9199,2015/01/10 00:23:00,No Data,719 PRITCHARD AVE,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.05814,35.91225,2015/01/10 01:58:00,No Data,W FRANKLIN   CHURCH ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.05835,35.94622,2015/01/10 02:49:00,No Data,MLK JR BLVD   NORTHFIELD,Weapon: None
2015,Chapel Hill,Miscellaneous,Abandoned Vehicle,-79.05713,35.88762,2015/01/09 04:30:00,No Data,MOUNT CARMEL CHURCH RD   LOMBARD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Dog Bites And Attacks,-79.06115,35.92019,2015/01/04 09:00:00,No Data,800 PRITCHARD AVE,Weapon: None
2015,Chapel Hill,Miscellaneous,K-9 Demo,-79.05386,35.92733,2015/01/11 13:59:00,No Data,828 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.05859,35.91862,2015/01/06 12:00:00,No Data,104 ISLEY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Harassment,-79.05346,35.9143,2015/01/15 11:47:00,No Data,173 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.01156,35.93456,2015/01/06 13:20:00,No Data,417 TINKERBELL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06552,35.90356,2015/01/06 14:04:00,No Data,715 S MERRITT MILL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.0316,35.96045,2015/01/05 08:30:00,No Data,500 WEAVER DAIRY RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Security Survey,-79.05023,35.91526,2015/01/06 11:00:00,No Data,304 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Simple Assault-Other,-79.055,35.91349,2015/01/11 09:00:00,No Data,123 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Graffiti Vandalism,-79.06545,35.91102,2015/01/11 16:00:00,No Data,601 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Soliciting Permit,-79.05386,35.92733,2015/01/06 15:50:00,No Data,828 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Vehicle,-79.03564,35.96177,2015/01/06 16:00:00,No Data,COUNTRY ROAD,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-79.0659,35.92267,2015/01/11 16:29:00,No Data,500 UMSTEAD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.07822,35.95059,2015/01/01 09:00:00,No Data,308 LENA CIR,Weapon: Shotgun
2015,Chapel Hill,Miscellaneous,Discharging Firearm,-79.06193,35.91356,2015/01/06 17:39:00,No Data,214 NUNN LN,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party,-79.0082,35.94856,2015/01/11 17:04:00,No Data,101 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Unauthorized Use Of Conveyance,-79.00869,35.9496,2015/01/06 09:00:00,No Data,214 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Communicating Threats -Intimidation  Non Physical Threat,-79.01464,35.94004,2015/01/11 17:35:00,No Data,106 JACKIE ROBINSON ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Found Property,-79.05537,35.91106,2015/01/09 03:16:00,No Data,107 FRATERNITY CT,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.05672,35.91465,2015/01/06 19:03:00,No Data,209 N COLUMBIA ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Communicating Threats -Intimidation  Non Physical Threat,-79.02816,35.93379,2015/01/16 09:00:00,No Data,109 S ELLIOTT RD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence No Force,-79.0566,35.91775,2015/01/09 16:00:00,No Data,113 STEPHENS ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Disturbance,-79.00886,35.94973,2015/01/11 20:15:00,No Data,213 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud-All Other,-79.05084,35.94779,2015/01/02 00:00:00,No Data,242 SEMINOLE DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Communicating Threats -Intimidation  Non Physical Threat,-79.06115,35.92019,2015/01/06 19:47:00,No Data,800 PRITCHARD AVE,Weapon: None
2015,Chapel Hill,Miscellaneous,Peeping Tom,-79.0529,35.92703,2015/01/11 21:30:00,No Data,XX,Weapon: None
2015,Chapel Hill,Miscellaneous,K-9 Sniff,-79.06577,35.91461,2015/01/06 20:49:00,No Data,SYKES ST   CRAIG ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party,-79.06029,35.91257,2015/01/06 21:48:00,No Data,316 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Violation,-79.05835,35.94622,2015/01/16 12:08:00,No Data,MARTIN LUTHER KING JR BLVD   NORTHFIELD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Urinating In Public,-79.0542,35.91486,2015/01/07 01:56:00,No Data,150 E ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Simple Possession,-79.05995,35.93343,2015/01/11 22:08:00,No Data,ESTES DR EXT   AIRPORT DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Vandalism / Damage To Property (Willful),-79.05624,35.91407,2015/01/15 22:07:00,No Data,100 E ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.06748,35.91105,2015/01/07 02:16:00,No Data,313 E MAIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-78.99665,35.94468,2015/01/11 22:30:00,No Data,107 HUSE ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Vandalism / Damage To Property (Willful),-79.00731,35.91337,2015/01/13 18:00:00,No Data,601 MEADOWMONT LN,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Person,-79.04811,35.94746,2015/01/11 22:35:00,No Data,228 FOREST HILL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Disturbing The Peace,-79.06661,35.9245,2015/01/07 03:45:00,No Data,500 UMSTEAD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Harassment,-79.07659,35.93949,2015/01/09 00:00:00,No Data,9201 SEAWELL SCHOOL ROAD,Weapon: None
2015,Chapel Hill,Miscellaneous,Equip/Paraphernalia-Poss/Concealing,-79.0659,35.92267,2015/01/12 09:22:00,No Data,500 UMSTEAD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Burglary W/Force,-79.06256,35.91288,2015/01/07 06:14:00,No Data,213 MITCHELL LN,Weapon: None
2015,Chapel Hill,Miscellaneous,Watch For Me,-79.01387,35.90882,2015/01/12 08:30:00,No Data,SPRUNT ST WEAV ER MINE TRL,Weapon: None
2015,Chapel Hill,Miscellaneous,Drug Investigation,-79.01264,35.94481,2015/01/07 08:30:00,No Data,US 15-501   SAGE RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Rec. Stolen Auto From Another Jurisdiction,-79.057,35.89352,2015/01/12 10:29:00,No Data,FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-79.0659,35.92267,2015/01/07 09:18:00,No Data,500 UMSTEAD DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.03696,35.94093,2015/01/07 22:41:00,No Data,1816 S LAKESHORE DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Funeral Escort,-79.06401,35.91115,2015/01/07 10:58:00,No Data,501 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Assault On Female,-79.0574,35.96115,2015/01/14 07:40:00,No Data,1660 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06679,35.95196,2015/01/07 12:21:00,No Data,2400 HOMESTEAD RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Panhandling/Loitering,-79.05754,35.89347,2015/01/08 15:36:00,No Data,0 US 15 501 S/S COLUMBIA ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny-Shoplifting,-79.02329,35.93674,2015/01/08 10:05:00,No Data,1720 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.0666,35.90517,2015/01/01 00:24:00,No Data,107 CREEL ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Child Abuse/Assault-No Injury,-79.05539,35.93203,2015/01/16 13:07:00,No Data,940 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Drop Box,-79.05386,35.92733,2015/01/12 11:00:00,No Data,828 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-79.02452,35.91143,2015/01/07 13:21:00,No Data,73 MAXWELL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Unfounded Loud Noise,-79.05914,35.91394,2015/01/15 22:50:00,No Data,211 CHURCH ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Aggravated Assault,-79.05866,35.91207,2015/01/09 01:59:00,No Data,206 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Death Investigation,-79.06794,35.88151,2015/01/13 09:10:00,No Data,604 COPPERLINE DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Physical Simple Assault-Non Aggravated,-79.02597,35.90863,2015/01/01 10:20:00,No Data,1105 HWY 54 WEST,Weapon: None
2015,Chapel Hill,Miscellaneous,Dispute,-79.00989,35.91286,2015/01/15 00:56:00,No Data,307 PRICHARD AVENUE,Weapon: None
2015,Chapel Hill,Miscellaneous,Public Intoxication,-79.05758,35.91242,2015/01/16 13:55:00,No Data,133 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Forged Prescriptions,-79.03427,35.9293,2015/01/13 15:05:00,No Data,1500 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Business-Force,-79.06021,35.91292,2015/01/14 05:04:00,No Data,316 WEST ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud-All Other,-79.024,35.92485,2015/01/16 15:00:00,No Data,301 S ESTES DR EXT,Weapon: None
2015,Chapel Hill,Miscellaneous,Voluntary Mental Commitment,-79.05298,35.92702,2015/01/16 16:18:00,No Data,XX,Weapon: None
2015,Chapel Hill,Miscellaneous,Drunk And Disruptive,-79.01736,35.9412,2015/01/15 23:22:00,No Data,1 EUROPA DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Found Property,-79.0094,35.94582,2015/01/16 17:08:00,No Data,1810 DURHAM-CHAPEL HILL BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.05918,35.91821,2015/01/16 10:15:00,No Data,102 CALDWELL ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.06505,35.91286,2015/01/13 07:10:00,No Data,222 N GRAHAM ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud-All Other,-79.02734,35.94057,2015/01/05 13:00:00,No Data,211 OXFORD HILLS DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Discharging Firearm,-79.05492,35.96391,2015/01/16 19:26:00,No Data,1129 WEAVER DAIRY RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06634,35.89181,2015/01/16 20:04:00,No Data,225 CULBRETH RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Community Outreach,-79.05386,35.92733,2015/01/14 19:00:00,No Data,828 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Violations,-79.0599,35.91522,2015/01/16 23:59:00,No Data,407 CHURCH ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Violations,-79.06193,35.91356,2015/01/08 15:00:00,No Data,214 NUNN LN,Weapon: None
2015,Chapel Hill,Miscellaneous,Undisciplined Child,-79.06953,35.92566,2015/01/14 11:09:00,No Data,109 BIRCHCREST PL,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny,-79.0542,35.91486,2015/01/17 00:26:00,No Data,150 E ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.02755,35.93204,2015/01/08 16:02:00,No Data,237 S ELLIOTT RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06516,35.89861,2015/01/15 15:20:00,No Data,1060 NC 54,Weapon: None
2015,Chapel Hill,Miscellaneous,Loud Music/Party,-79.06908,35.90464,2015/01/17 00:27:00,No Data,133 JOHNSON ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Fighting/ Affray,-79.05798,35.91232,2015/01/17 01:28:00,No Data,140 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06029,35.91257,2015/01/17 03:00:00,No Data,316 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny From Building,-79.01268,35.94482,2015/01/13 19:00:00,No Data,1801 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Vandalism / Damage To Property (Willful),-79.05808,35.90926,2015/01/17 02:30:00,No Data,321 W CAMERON AVE,Weapon: None
2015,Chapel Hill,Miscellaneous,Disturbance,-79.02402,35.93248,2015/01/13 19:10:00,No Data,450 S ELLIOTT RD,Weapon: None
2015,Chapel Hill,Miscellaneous,Assist Ems,-79.03026,35.92756,2015/01/17 12:24:00,No Data,130 S ESTES DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Violations/ Open Container,-79.06275,35.91131,2015/01/17 15:00:00,No Data,407 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.05312,35.91478,2015/01/09 01:38:00,No Data,108 HENDERSON ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Trespassing,-79.05546,35.91325,2015/01/17 15:33:00,No Data,108 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E    Larceny F/Vehicle,-79.02318,35.93754,2015/01/17 16:00:00,No Data,1724 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Lost Property,-79.06409,35.90572,2015/01/17 19:39:00,No Data,510 S MERRITT MILL RD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E Residence-Force,-79.07848,35.95068,2015/01/01 09:00:00,No Data,300 LENA CIR,Weapon: Shotgun
2015,Chapel Hill,Miscellaneous,Harassing Phone Calls-No Threats,-79.06532,35.91212,2015/01/17 18:00:00,No Data,211 N GRAHAM ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.06058,35.91149,2015/01/14 00:00:00,No Data,320 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Unlawful Burning,-79.06577,35.88002,2015/01/10 17:00:00,No Data,800 MARKET ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Information,-79.02424,35.92918,2015/01/17 19:30:00,No Data,FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Alcohol Violations,-79.0609,35.91227,2015/01/17 20:47:00,No Data,325 W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-79.06806,35.8995,2015/01/16 01:26:00,No Data,1100 NC 54,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Vehicle,-79.05897,35.91321,2015/01/18 01:33:00,No Data,300  W ROSEMARY ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Overdose,-79.01736,35.9412,2015/01/13 09:08:00,No Data,1 EUROPA DR,Weapon: None
2015,Chapel Hill,Miscellaneous,Damage To Property(Non-Criminal),-79.0519,35.91457,2015/01/07 18:33:00,No Data,250 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Driving While Impaired,-79.02713,35.90868,2015/01/18 02:48:00,No Data,RALEIGH RD   FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny- All Other,-79.05811,35.91221,2015/01/17 23:00:00,No Data,143 W FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny- All Other,-79.05409,35.91384,2015/01/11 02:29:00,No Data,149 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny From Gym Bag,-79.00911,35.90744,2015/01/13 07:30:00,No Data,100 SPRUNT ST,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E    Larceny F/Vehicle,-79.06684,35.92207,2015/01/17 18:00:00,No Data,144 RIDGE TRL,Weapon: None
2015,Chapel Hill,Miscellaneous,Pwisd Ii Cs,-79.05843,35.94686,2015/01/12 22:32:00,No Data,1213 MARTIN LUTHER KING JR BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Fraud,-79.02291,35.93758,2015/01/17 15:00:00,No Data,1704 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny- All Other,-79.02318,35.93754,2015/01/07 17:30:00,No Data,1724 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Condition,-79.13822,35.92508,2015/01/01 12:00:00,No Data,1105 W HWY 54 BYPASS,Weapon: None
2015,Chapel Hill,Miscellaneous,Suspicious Texts,-79.05627,35.93868,2015/01/09 22:33:00,No Data,110 MISTY WOODS CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Vandalism / Damage To Property (Willful),-79.05158,35.92308,2015/01/17 22:00:00,No Data,529 HILLSBOROUGH ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Lost Property,-79.05507,35.9134,2015/01/06 00:45:00,No Data,120 E FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Larceny-Shoplifting,-79.02318,35.93754,2015/01/15 16:02:00,No Data,1724 FORDHAM BLVD,Weapon: None
2015,Chapel Hill,Miscellaneous,Drug Violations,-79.03409,35.93602,2015/01/18 13:28:00,No Data,N ELLIOTT RD   MICHAUX RD,Weapon: None
2015,Chapel Hill,Miscellaneous,B&E    Larceny F/Vehicle,-79.06773,35.92224,2015/01/18 00:00:00,No Data,166 RIDGE TRL,Weapon: None
2015,Chapel Hill,Miscellaneous,Domestic Disturbance/No Assault,-79.00932,35.94925,2015/01/13 21:50:00,No Data,210 PINEGATE CIR,Weapon: None
2015,Chapel Hill,Miscellaneous,Towed Vehicle,-79.05281,35.91422,2015/01/18 15:00:00,No Data,200  E. FRANKLIN ST,Weapon: None
2015,Chapel Hill,Miscellaneous,Indecent Exposure,-79.06149,35.94655,2015/01/18 16:58:00,No Data,400 S HERITAGE LOOP,Weapon: None
